id_imovel,tipo_imovel,zona,area_m2,vagas_estacionamento,banheiros,idade_imovel_anos,distancia_centro_km,andar,estado_conservacao,fluxo_pessoas,tem_climatizacao,documentacao_regular,cor_fachada,preco_aluguel_mensal
COM-0648,Loja,Zona Norte,100.9,3.0,1,12.0,7.4,0,Regular,Muito Alto,Não,Não,Amarela,2880.37
COM-0649,Galpão,Área Industrial,855.92,8.0,5,10.0,16.44,0,Novo,Baixo,Sim,Sim,Cinza,48335.8
COM-0650,Escritório,Zona Norte,95.74,0.0,1,0.0,9.89,12,Bom,Médio,Sim,Sim,Branca,2538.15
COM-0651,Escritório,Zona Oeste,69.99,3.0,1,6.0,10.5,3,Novo,Alto,Sim,Sim,Vermelha,3646.58
COM-0652,Escritório,Zona Norte,58.54,0.0,1,11.0,9.24,10,Regular,Muito Alto,Sim,Sim,Verde,1652.48
COM-0653,Quiosque,Centro,25.52,0.0,1,,0.2,0,,Alto,Não,Não,Vermelha,800.0
COM-0654,Escritório,Zona Norte,95.98,0.0,2,53.0,11.97,4,Bom,Baixo,Sim,Sim,Azul,800.0
COM-0655,Loja,Zona Oeste,79.35,1.0,1,23.0,10.05,0,Bom,Médio,Sim,Sim,Azul,2438.15
COM-0656,Sala Comercial,Zona Oeste,42.62,,1,20.0,13.01,15,Novo,Médio,Sim,Sim,Verde,800.0
COM-0657,Sala Comercial,Zona Norte,37.8,0.0,1,6.0,12.41,4,Bom,Alto,Sim,Sim,Verde,800.0
COM-0658,Prédio Comercial,Centro,794.52,8.0,7,4.0,1.05,7,Bom,Alto,Sim,Sim,Verde,97583.11
COM-0659,Sala Comercial,Área Industrial,32.06,0.0,1,1.0,14.35,13,Novo,Alto,Sim,Sim,Cinza,800.0
COM-0660,Galpão,Centro,726.71,8.0,5,9.0,3.26,0,Bom,Muito Alto,Sim,Não,Verde,70333.8
COM-0661,Prédio Comercial,Zona Sul,990.02,10.0,8,17.0,6.02,11,,Médio,Sim,Sim,Branca,58160.6
COM-0662,Loja,Centro,75.46,0.0,1,5.0,0.2,0,Precisa Reforma,Muito Alto,Não,Sim,Branca,5017.11
COM-0663,Sala Comercial,Zona Oeste,35.36,1.0,1,19.0,4.09,10,Bom,Médio,Sim,Sim,Azul,800.0
COM-0664,Galpão,Zona Oeste,962.13,,6,1.0,6.21,0,Bom,Alto,Não,Sim,Vermelha,51767.33
COM-0665,Loja,Zona Leste,100.86,0.0,1,35.0,9.45,0,Regular,Baixo,Sim,Sim,Bege,800.0
COM-0666,Prédio Comercial,Zona Norte,707.72,9.0,5,5.0,7.47,2,Bom,Muito Alto,Sim,Sim,Bege,75216.29
COM-0667,Escritório,Zona Norte,136.37,2.0,1,4.0,9.42,12,Novo,Médio,Sim,Sim,Vermelha,5311.3
COM-0668,Loja,Zona Norte,186.01,,1,20.0,8.1,0,Regular,Médio,Sim,Sim,Verde,6340.59
COM-0669,Galpão,Zona Leste,502.56,4.0,5,11.0,8.88,0,Novo,Muito Alto,Sim,Sim,Vermelha,36571.26
COM-0670,Loja,Zona Norte,190.25,1.0,2,7.0,9.43,0,Bom,Alto,Sim,Não,Amarela,9298.12
COM-0671,Sala Comercial,Centro,83.51,0.0,1,11.0,1.05,0,Bom,Médio,Não,Não,Azul,3309.37
COM-0672,Loja,Área Industrial,50.83,0.0,1,29.0,15.98,0,Regular,Baixo,Sim,Não,Amarela,800.0
COM-0673,Escritório,Zona Leste,81.98,0.0,1,25.0,17.96,13,Bom,Médio,Não,Não,Cinza,800.0
COM-0674,Sala Comercial,Centro,108.11,0.0,1,29.0,0.2,6,Regular,Médio,Não,Sim,Vermelha,3245.1
COM-0675,Escritório,Área Industrial,69.12,2.0,1,0.0,16.73,4,Bom,Muito Alto,Não,Sim,Azul,3526.45
COM-0676,Sala Comercial,Zona Sul,18.26,1.0,1,30.0,1.47,10,Precisa Reforma,Baixo,Não,Sim,Branca,800.0
COM-0677,Escritório,Área Industrial,92.76,1.0,1,28.0,15.51,14,Bom,Médio,Não,Sim,Vermelha,2072.05
COM-0678,Quiosque,Zona Norte,20.39,0.0,1,6.0,9.82,0,Regular,Baixo,Sim,Sim,Amarela,800.0
COM-0679,Galpão,Zona Leste,984.43,11.0,8,6.0,14.14,0,Bom,Médio,Sim,Sim,Branca,51365.76
COM-0680,Prédio Comercial,Zona Sul,700.84,7.0,7,16.0,10.98,11,Bom,Alto,Sim,Sim,Verde,63190.5
COM-0681,Loja,Centro,149.3,0.0,1,4.0,2.16,0,Novo,Alto,Sim,Sim,Verde,14472.87
COM-0682,Sala Comercial,Zona Leste,91.63,0.0,1,27.0,18.57,5,Bom,Médio,Não,Não,Bege,800.0
COM-0683,Galpão,Zona Leste,566.86,4.0,4,0.0,11.99,0,Regular,Muito Alto,Sim,Sim,Amarela,38371.11
COM-0684,Escritório,Zona Norte,53.44,0.0,1,1.0,13.01,1,Bom,Alto,Sim,Sim,Bege,1493.57
COM-0685,Escritório,Área Industrial,126.06,2.0,1,5.0,17.16,1,Bom,Médio,Sim,Sim,Vermelha,4572.26
COM-0686,Quiosque,Centro,19.18,1.0,1,10.0,0.2,0,Bom,Muito Alto,Não,Sim,Azul,950.47
COM-0687,Sala Comercial,Zona Leste,45.93,1.0,1,2.0,14.28,4,Novo,Médio,Sim,,Branca,800.0
COM-0688,Escritório,Centro,86.19,1.0,2,12.0,0.2,4,Regular,Muito Alto,Sim,Sim,Branca,6728.55
COM-0689,Loja,Zona Leste,115.35,0.0,2,13.0,13.56,0,Regular,Médio,Sim,Sim,Vermelha,2579.5
COM-0690,Prédio Comercial,Zona Leste,870.63,11.0,7,8.0,11.18,2,Novo,Alto,Sim,Sim,Cinza,82844.12
COM-0691,Loja,Zona Leste,135.56,0.0,3,2.0,16.87,0,Regular,Muito Alto,Sim,Sim,Amarela,6831.2
COM-0692,Sala Comercial,Zona Oeste,22.08,0.0,1,10.0,11.7,4,Precisa Reforma,Médio,Sim,Sim,Bege,800.0
COM-0693,Escritório,Zona Sul,142.69,3.0,4,4.0,3.63,14,Bom,Alto,Sim,Sim,Azul,9400.97
COM-0694,Quiosque,Centro,18.54,0.0,1,1.0,7.27,0,Regular,Baixo,Sim,Sim,Bege,800.0
COM-0695,Loja,Área Industrial,2279.26,0.0,1,32.0,18.25,0,Precisa Reforma,Médio,Sim,Sim,Branca,8862.36
COM-0696,Galpão,Centro,846.77,9.0,6,0.0,0.2,0,Regular,Médio,Sim,Sim,Azul,59967.73
COM-0697,Loja,Centro,12.88,2.0,1,43.0,1.41,0,Regular,Muito Alto,Não,Sim,Bege,13917.66
COM-0698,Galpão,Zona Norte,740.5,8.0,4,6.0,9.54,0,Novo,Muito Alto,Não,Sim,Cinza,194873.15
COM-0699,Galpão,Zona Leste,655.43,5.0,4,0.0,13.6,0,Bom,Alto,Sim,Sim,Amarela,45706.59
COM-0700,Sala Comercial,Centro,50.32,0.0,1,0.0,8.01,12,Regular,Médio,Não,Sim,Bege,1317.86
